NMAI ARK,NMAI Internal EMu ID,Term,Scope Note,Used for,Language Notes,Entire Tree,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7
http://n2t.net/ark:/65665/sz87be5dc7b-64d4-4ce2-aa13-a2b995a4bac1,NMAICulture_3389,Inuit [Lake Harbour/Kimmirut],,,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit - Inuit [Lake Harbour/Kimmirut],North America,Arctic,Eastern Arctic,Inuit,Inuit [Lake Harbour/Kimmirut],,
http://n2t.net/ark:/65665/sz8cb683315-3bdf-4429-abb9-b6b6245bddc5,NMAICulture_2494,Inuit [Payne Bay/Bellin/Kangirsuk],,,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit - Inuit [Payne Bay/Bellin/Kangirsuk],North America,Arctic,Eastern Arctic,Inuit,Inuit [Payne Bay/Bellin/Kangirsuk],,
http://n2t.net/ark:/65665/sz8e5d59e85-0157-4ce8-8255-d123e30f79b8,NMAICulture_3391,Inuit [Port Harrison/Inukjuak],,,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit - Inuit [Port Harrison/Inukjuak],North America,Arctic,Eastern Arctic,Inuit,Inuit [Port Harrison/Inukjuak],,
http://n2t.net/ark:/65665/sz88db31b7a-6ae8-4ddf-814c-c5fdac5523a4,NMAICulture_3392,Inuit [Povungnituk/Puvirnituq],,,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit - Inuit [Povungnituk/Puvirnituq],North America,Arctic,Eastern Arctic,Inuit,Inuit [Povungnituk/Puvirnituq],,
http://n2t.net/ark:/65665/sz8e8fe1f14-c24d-40e0-896d-185b01b889f6,NMAICulture_3397,Inuit [Sugluk/Salluit],,,,North America - Arctic - Eastern Arctic - Inuit - Inuit [Sugluk/Salluit],North America,Arctic,Eastern Arctic,Inuit,Inuit [Sugluk/Salluit],,
http://n2t.net/ark:/65665/sz8f2d09264-494c-4429-bb6c-f154ece38b44,NMAICulture_3401,Inuit [Umiujaq],,,,North America - Arctic - Eastern Arctic - Inuit - Inuit [Umiujaq],North America,Arctic,Eastern Arctic,Inuit,Inuit [Umiujaq],,
http://n2t.net/ark:/65665/sz848306e43-cc48-4a72-94ee-9d0cfce4ffb2,NMAICulture_1030,Inuit [Hamilton Inlet],,Kesesakiou,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit - Labrador Inuit - Inuit [Hamilton Inlet],North America,Arctic,Eastern Arctic,Inuit,Labrador Inuit,Inuit [Hamilton Inlet],
http://n2t.net/ark:/65665/sz8b5776c6d-a9c4-45ef-974b-a0289b52d59c,NMAICulture_1032,Inuit [Nain],,Tessinjaksoak; Nunenumiut,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit - Labrador Inuit - Inuit [Nain],North America,Arctic,Eastern Arctic,Inuit,Labrador Inuit,Inuit [Nain],
http://n2t.net/ark:/65665/sz8cd3c6a5e-effe-420a-83ec-c84a0a7c1746,NMAICulture_1180,Inuit [Ungava/Ungavamiut],,Ungava Eskimo; Eteeveemuit,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit - Labrador Inuit - Inuit [Ungava/Ungavamiut],North America,Arctic,Eastern Arctic,Inuit,Labrador Inuit,Inuit [Ungava/Ungavamiut],
http://n2t.net/ark:/65665/sz897e9f78e-1c7b-46e0-a7a1-2af2dd9fbffe,NMAICulture_693,Labrador Inuit,,Labrador Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit - Labrador Inuit,North America,Arctic,Eastern Arctic,Inuit,Labrador Inuit,,
http://n2t.net/ark:/65665/sz800332556-2aec-4990-801b-369d6f747524,NMAICulture_252,Inuit,,Canadian Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inuktitut,North America - Arctic - Eastern Arctic - Inuit,North America,Arctic,Eastern Arctic,Inuit,,,
http://n2t.net/ark:/65665/sz8a8acc86d-1dde-4328-a794-7f5095d66593,NMAICulture_2811,Pre-Dorset (archaeological culture),,,,North America - Arctic - Eastern Arctic - Pre-Dorset (archaeological culture),North America,Arctic,Eastern Arctic,Pre-Dorset (archaeological culture),,,
http://n2t.net/ark:/65665/sz8c0572ffa-02e6-4058-bd63-f5de8b72335e,NMAICulture_2684,Thule Tradition (archaeological culture),,,,North America - Arctic - Eastern Arctic - Thule Tradition (archaeological culture),North America,Arctic,Eastern Arctic,Thule Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz803d01168-8be7-4827-b5f3-7ece6f4bca77,NMAICulture_34,Eastern Arctic,,,,North America - Arctic - Eastern Arctic,North America,Arctic,Eastern Arctic,,,,
http://n2t.net/ark:/65665/sz80027e60a-e77a-4291-9600-6228dde71f9f,NMAICulture_567,Inughuit [Cape York],,Smith Sound Eskimo; South Sound Eskimo ; Polar Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Greenlandic Inuktitut,North America - Arctic - Greenland - Kalaallit [Greenland] - Inughuit [Cape York],North America,Arctic,Greenland,Kalaallit [Greenland],Inughuit [Cape York],,
http://n2t.net/ark:/65665/sz86c65d699-191f-4ff8-95ed-456622f7fe44,NMAICulture_902,"Kalaallit [Upernavik, Greenland]",,Upernevik ; Upernavik Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Greenlandic Inuktitut/Kalaallisut,"North America - Arctic - Greenland - Kalaallit [Greenland] - Kalaallit [Upernavik, Greenland]",North America,Arctic,Greenland,Kalaallit [Greenland],"Kalaallit [Upernavik, Greenland]",,
http://n2t.net/ark:/65665/sz8dfad3e9d-eaef-4610-9c44-a2e00f4ec10c,NMAICulture_904,"Kalaallit [Uummannaq, Greenland]",,Umanak Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Greenlandic Inuktitut/Kalaallisut,"North America - Arctic - Greenland - Kalaallit [Greenland] - Kalaallit [Uummannaq, Greenland]",North America,Arctic,Greenland,Kalaallit [Greenland],"Kalaallit [Uummannaq, Greenland]",,
http://n2t.net/ark:/65665/sz83da91b6b-0e69-4a62-9c39-9ee44a8c3129,NMAICulture_1294,Tunumiit [East Greenland] [Ammassalik],,Angmagssalik; Angmagsalingmiut ; Angmagsalik Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Greenlandic Inuktitut/Tunumiit oraasiat,North America - Arctic - Greenland - Kalaallit [Greenland] - Tunumiit [East Greenland] [Ammassalik],North America,Arctic,Greenland,Kalaallit [Greenland],Tunumiit [East Greenland] [Ammassalik],,
http://n2t.net/ark:/65665/sz88af90ee8-7d29-45b9-8103-d84d4aa7c32a,NMAICulture_2999,Tunumiit [East Greenland],,East Greenland Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Greenlandic Inuktitut/Tunumiit oraasiat,North America - Arctic - Greenland - Kalaallit [Greenland] - Tunumiit [East Greenland],North America,Arctic,Greenland,Kalaallit [Greenland],Tunumiit [East Greenland],,
http://n2t.net/ark:/65665/sz86430debb-ee33-437d-a19a-ffe07095dfa1,NMAICulture_267,Kalaallit [Greenland],,Greenland Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Greenlandic Inuktitut,North America - Arctic - Greenland - Kalaallit [Greenland],North America,Arctic,Greenland,Kalaallit [Greenland],,,
http://n2t.net/ark:/65665/sz862080a5b-acf8-4703-9863-38098f67d9ff,NMAICulture_2810,Saqqaq/Pre-Dorset Tradition (archaeological culture),,,,North America - Arctic - Greenland - Saqqaq/Pre-Dorset Tradition (archaeological culture),North America,Arctic,Greenland,Saqqaq/Pre-Dorset Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8194a03d1-1d89-42e0-94ad-9ec956c4cbe6,NMAICulture_35,Greenland,,,,North America - Arctic - Greenland,North America,Arctic,Greenland,,,,
http://n2t.net/ark:/65665/sz85d21bae8-42a1-40c7-ade3-4a6adcfc7bc3,NMAICulture_3291,Aleutian Tradition (archaeological culture),,,,North America - Arctic - Western Arctic - Aleutian Tradition (archaeological culture),North America,Arctic,Western Arctic,Aleutian Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8d0fd183b-f69d-40f7-a534-6e464645c28d,NMAICulture_957,Bering Strait Iñupiaq [Diomedes],,Diomedes Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Bering Strait Iñupiaq - Bering Strait Iñupiaq [Diomedes],North America,Arctic,Western Arctic,Iñupiaq,Bering Strait Iñupiaq,Bering Strait Iñupiaq [Diomedes],
http://n2t.net/ark:/65665/sz8caed41dd-9e7a-4970-81f2-e7677fa3dd84,NMAICulture_958,Bering Strait Iñupiaq [King Island],,Ugiuvangmiut  King Island Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Bering Strait Iñupiaq - Bering Strait Iñupiaq [King Island],North America,Arctic,Western Arctic,Iñupiaq,Bering Strait Iñupiaq,Bering Strait Iñupiaq [King Island],
http://n2t.net/ark:/65665/sz8004c4d5f-5dfe-4006-86aa-c53ec45f5dbc,NMAICulture_555,Bering Strait Iñupiaq,,Bering Straits ; Bering Strait Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Bering Strait Iñupiaq,North America,Arctic,Western Arctic,Iñupiaq,Bering Strait Iñupiaq,,
http://n2t.net/ark:/65665/sz80c505fc3-ea3e-4d84-9d54-96ac8f78a12f,NMAICulture_1044,Iñupiaq [Kikiktagrukmiut/Kikiktagruk/Kotzebue],,Qikiktagruk; Qikiktagrukmiut; Kikiktagrukmiut ; Kotzebue Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Iñupiaq [Kikiktagrukmiut/Kikiktagruk/Kotzebue],North America,Arctic,Western Arctic,Iñupiaq,Iñupiaq [Kikiktagrukmiut/Kikiktagruk/Kotzebue],,
http://n2t.net/ark:/65665/sz8c6587849-d22e-49e1-ba9c-e1fc4cb4052f,NMAICulture_1046,"Iñupiaq [Kingikmiut/Wales, Alaska]",,Kaviagmiut ; Kauweragmiut ; Kawiagmiut ; [Kingikmiut Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,"North America - Arctic - Western Arctic - Iñupiaq - Iñupiaq [Kingikmiut/Wales, Alaska]",North America,Arctic,Western Arctic,Iñupiaq,"Iñupiaq [Kingikmiut/Wales, Alaska]",,
http://n2t.net/ark:/65665/sz8ca7ee7c2-101e-4066-89a8-ff33476a56f4,NMAICulture_1047,Iñupiaq [Kinugumiut/Kingegan/Cape Prince of Wales],,Kinugumiut ; Prince of Wales Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Iñupiaq [Kinugumiut/Kingegan/Cape Prince of Wales],North America,Arctic,Western Arctic,Iñupiaq,Iñupiaq [Kinugumiut/Kingegan/Cape Prince of Wales],,
http://n2t.net/ark:/65665/sz83fa254f2-4aec-4b2f-b3f0-9f1189c60ef1,NMAICulture_1050,"Iñupiaq [Kowagmiut/Ambler, Alaska]",,Kobuk Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,"North America - Arctic - Western Arctic - Iñupiaq - Iñupiaq [Kowagmiut/Ambler, Alaska]",North America,Arctic,Western Arctic,Iñupiaq,"Iñupiaq [Kowagmiut/Ambler, Alaska]",,
http://n2t.net/ark:/65665/sz83a0b5b92-ab6f-4596-871f-635be7090547,NMAICulture_1110,Iñupiaq [Noatagmiut/lower Noatak River],lower Noatak River,,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Iñupiaq [Noatagmiut/lower Noatak River],North America,Arctic,Western Arctic,Iñupiaq,Iñupiaq [Noatagmiut/lower Noatak River],,
http://n2t.net/ark:/65665/sz895a2db0e-9dd4-448a-af0c-04cf521a2d86,NMAICulture_753,Iñupiaq [Noatagmiut/Noatak River],,Noatak River Eskimo,,North America - Arctic - Western Arctic - Iñupiaq - Iñupiaq [Noatagmiut/Noatak River],North America,Arctic,Western Arctic,Iñupiaq,Iñupiaq [Noatagmiut/Noatak River],,
http://n2t.net/ark:/65665/sz8cce3d583-339c-4ffe-b1bc-ba64e8e50439,NMAICulture_1115,Iñupiaq [Nuwukmiut/Point Barrow],,Ukpeagvik ; Point Barrow Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Iñupiaq [Nuwukmiut/Point Barrow],North America,Arctic,Western Arctic,Iñupiaq,Iñupiaq [Nuwukmiut/Point Barrow],,
http://n2t.net/ark:/65665/sz80612bbdd-b3e8-4d53-a31d-e1b5185b9a73,NMAICulture_1157,Iñupiaq [Tiki?aq/Point Hope],,Tikeraqmuit; Tikeramiut Inupiaq ; Point Hope Eskimo ; Tigara,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Iñupiaq [Tiki?aq/Point Hope],North America,Arctic,Western Arctic,Iñupiaq,Iñupiaq [Tiki?aq/Point Hope],,
http://n2t.net/ark:/65665/sz80d6fc976-2f1b-40b2-b557-c2124f0cfd5d,NMAICulture_710,Malemiut Iñupiaq [Kotzebue Sound],,Malemiut ; Malemiut Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Malemiut Iñupiaq [Kotzebue Sound],North America,Arctic,Western Arctic,Iñupiaq,Malemiut Iñupiaq [Kotzebue Sound],,
http://n2t.net/ark:/65665/sz8319afe29-ae1a-4ab6-8e06-de4ad2c80c00,NMAICulture_1113,"Nunamiut Iñupiaq [Anaktuvuk Pass, Alaska]",,Naqsragmiut ; Naqsragmiut Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,"North America - Arctic - Western Arctic - Iñupiaq - Nunamiut Iñupiaq - Nunamiut Iñupiaq [Anaktuvuk Pass, Alaska]",North America,Arctic,Western Arctic,Iñupiaq,Nunamiut Iñupiaq,"Nunamiut Iñupiaq [Anaktuvuk Pass, Alaska]",
http://n2t.net/ark:/65665/sz8777aeda0-82c5-4d69-a9d6-7d33251223ad,NMAICulture_761,Nunamiut Iñupiaq,,Nunamiut Eskimo,,North America - Arctic - Western Arctic - Iñupiaq - Nunamiut Iñupiaq,North America,Arctic,Western Arctic,Iñupiaq,Nunamiut Iñupiaq,,
http://n2t.net/ark:/65665/sz8d884e53c-73f6-4338-86e1-2e30fef7e12c,NMAICulture_762,Nunatamiut Iñupiaq,,Nonatogmiut; Nutaagmiut; Nunatogmiut; Nunatagmiut ; Inland Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq - Nunatamiut Iñupiaq,North America,Arctic,Western Arctic,Iñupiaq,Nunatamiut Iñupiaq,,
http://n2t.net/ark:/65665/sz8eadb56ef-2b17-4577-9469-e9b928b16324,NMAICulture_255,Iñupiaq,,Inupiat; Inupiat Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Inuit/Inupiaq,North America - Arctic - Western Arctic - Iñupiaq,North America,Arctic,Western Arctic,Iñupiaq,,,
http://n2t.net/ark:/65665/sz8595bbbf4-6f39-4255-a9e7-2d8b3e56eac9,NMAICulture_3293,Ipiutak (archaeological culture),,,,North America - Arctic - Western Arctic - Ipiutak (archaeological culture),North America,Arctic,Western Arctic,Ipiutak (archaeological culture),,,
http://n2t.net/ark:/65665/sz8efedfaa0-fa2e-4da4-9732-a59f5c547176,NMAICulture_2687,Kachemak Tradition (archaeological culture),,,,North America - Arctic - Western Arctic - Kachemak Tradition (archaeological culture),North America,Arctic,Western Arctic,Kachemak Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz874e78ebe-0011-4589-b43e-4cfe522e9190,NMAICulture_2803,Northern Archaic Tradition (archaeological culture),,,,North America - Arctic - Western Arctic - Northern Archaic Tradition (archaeological culture),North America,Arctic,Western Arctic,Northern Archaic Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8f1804473-e088-4d20-a5f9-24f8bdd924ea,NMAICulture_3295,Norton Tradition (archaeological culture),,,,North America - Arctic - Western Arctic - Norton Tradition (archaeological culture),North America,Arctic,Western Arctic,Norton Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz89de33b5e-16fa-4455-af22-47ea1a36718f,NMAICulture_2804,Paleoarctic Tradition (archaeological culture),,,,North America - Arctic - Western Arctic - Paleoarctic Tradition (archaeological culture),North America,Arctic,Western Arctic,Paleoarctic Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz83cb5ea11-6e26-477f-92b2-398fecca1ec4,NMAICulture_596,Chugach Sugpiaq (Alutiiq),,Chugach Eskimo ; Chugachigmiut ; Chugach Sugpiat,"Language Family info:  Eskimo-Aleut/Eskimo/Yupik  Chugach is a regional population and dialect of Sugpiaq/Alutiiq  Both Suqpiaq and Alutiiq are used  neither seems to be an official preferred term, Ann McMullen, 2/11/2023",North America - Arctic - Western Arctic - Sugpiaq (Alutiiq) - Chugach Sugpiaq (Alutiiq),North America,Arctic,Western Arctic,Sugpiaq (Alutiiq),Chugach Sugpiaq (Alutiiq),,
http://n2t.net/ark:/65665/sz8856ce4c6-d144-420f-8592-eb80041a6349,NMAICulture_115,Sugpiaq (Alutiiq),,Kodiak; Koniag; Pacific Eskimo ;Sugpiat,"Language Family info:  Eskimo-Aleut/Eskimo/Yupik  Both Suqpiaq and Alutiiq are used  neither seems to be an official preferred term, Ann McMullen, 2/11/2023",North America - Arctic - Western Arctic - Sugpiaq (Alutiiq),North America,Arctic,Western Arctic,Sugpiaq (Alutiiq),,,
http://n2t.net/ark:/65665/sz834d6f02b-2970-4dff-a9e2-dc24d128fd46,NMAICulture_2685,Thule Tradition: Birnirk Stage (archaeological culture),,,,North America - Arctic - Western Arctic - Thule Tradition (archaeological culture) - Thule Tradition: Birnirk Stage (archaeological culture),North America,Arctic,Western Arctic,Thule Tradition (archaeological culture),Thule Tradition: Birnirk Stage (archaeological culture),,
http://n2t.net/ark:/65665/sz80159a31e-0aa0-4fe4-9ba0-1dcbb83e10e1,NMAICulture_2773,Thule Tradition: Old Bering Sea Stage (archaeological culture),,,,North America - Arctic - Western Arctic - Thule Tradition (archaeological culture) - Thule Tradition: Old Bering Sea Stage (archaeological culture),North America,Arctic,Western Arctic,Thule Tradition (archaeological culture),Thule Tradition: Old Bering Sea Stage (archaeological culture),,
http://n2t.net/ark:/65665/sz81aba0fe0-ffd1-4445-a697-745148d5e675,NMAICulture_2850,Thule Tradition: Punuk Stage (archaeological culture),,,,North America - Arctic - Western Arctic - Thule Tradition (archaeological culture) - Thule Tradition: Punuk Stage (archaeological culture),North America,Arctic,Western Arctic,Thule Tradition (archaeological culture),Thule Tradition: Punuk Stage (archaeological culture),,
http://n2t.net/ark:/65665/sz8c0572ffa-02e6-4058-bd63-f5de8b72335e,NMAICulture_2684,Thule Tradition (archaeological culture),,,,North America - Arctic - Western Arctic - Thule Tradition (archaeological culture),North America,Arctic,Western Arctic,Thule Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz805a6e477-9526-48b5-9389-7233cbf8a95c,NMAICulture_478,Unangax? (Aleut),,Unangan; Unanga; Aleutian ;Anangax ; Unangas ;Aliguutas ;Ungangan,"Language Family info:  Eskimo-Aleut/Aleut  Language autonym: Unangam tunnu  Autonyms for Aleut are complex and can be confusing because the eastern and western groups used different terms: Unangan (east) and Unangas (west). The term Unangax? is a collective term for all the people of the region. all of these terms mean original people"" but may also be translated as ""seasiders.""  This info is adapted from the website of the Qawalangin Tribe of Unalaska - Ann McMullen 2/11/2023. NOTE: the x character with a circumflex over it may need extra attention (such as addition of quotes) when exporting to external websites""",North America - Arctic - Western Arctic - Unangax? (Aleut),North America,Arctic,Western Arctic,Unangax? (Aleut),,,
http://n2t.net/ark:/65665/sz8fce19da1-2900-4297-8fce-1eed23b4b1e6,NMAICulture_593,Chnagmiut Yup'ik,,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Chnagmiut Yup'ik,North America,Arctic,Western Arctic,Yup'ik (Yupik),Chnagmiut Yup'ik,,
http://n2t.net/ark:/65665/sz80b7ed348-2621-4964-a3c0-7741f2d90861,NMAICulture_977,"Cu'pig (Cup'ik) [Mekoryuk, Nunivak Island]",,Nuniwarmiut  Cupig ;Cupik,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,"North America - Arctic - Western Arctic - Yup'ik (Yupik) - Cup'ik - Cu'pig (Cup'ik) [Mekoryuk, Nunivak Island]",North America,Arctic,Western Arctic,Yup'ik (Yupik),Cup'ik,"Cu'pig (Cup'ik) [Mekoryuk, Nunivak Island]",
http://n2t.net/ark:/65665/sz8e79f4446-a8c4-454b-8265-5a6904e740e1,NMAICulture_976,Cup'ik [Chevak],,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Cup'ik - Cup'ik [Chevak],North America,Arctic,Western Arctic,Yup'ik (Yupik),Cup'ik,Cup'ik [Chevak],
http://n2t.net/ark:/65665/sz8b5aadb5a-97d3-4282-aa66-57107b9fddee,NMAICulture_1108,Cup'ik [Naparagamiut/Hooper Bay],,Naparagmiut ; Askinuk ; Askinaghamiut ; Naparyarmiut,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Cup'ik - Cup'ik [Naparagamiut/Hooper Bay],North America,Arctic,Western Arctic,Yup'ik (Yupik),Cup'ik,Cup'ik [Naparagamiut/Hooper Bay],
http://n2t.net/ark:/65665/sz8ebea6a90-b164-45a5-acc3-0f8477807aa0,NMAICulture_1114,Nunivagmiut Cu'pig (Cup'ik) [Nunivak Island],,Nuniwarmiut;Nunivagmiut ; Cupig ; Cupik,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Cup'ik - Nunivagmiut Cu'pig (Cup'ik) [Nunivak Island],North America,Arctic,Western Arctic,Yup'ik (Yupik),Cup'ik,Nunivagmiut Cu'pig (Cup'ik) [Nunivak Island],
http://n2t.net/ark:/65665/sz893573d9e-2a19-4198-ba71-92346f839561,NMAICulture_613,Cup'ik,,Cupik; Choopik ; Kup'ik,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Cup'ik,North America,Arctic,Western Arctic,Yup'ik (Yupik),Cup'ik,,
http://n2t.net/ark:/65665/sz8e32dc16c-64e7-4ebe-b17b-98bd3017e2c3,NMAICulture_1052,Kuskwogmiut Yup'ik [Aniak],,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Kuskwogmiut Yup'ik - Kuskwogmiut Yup'ik [Aniak],North America,Arctic,Western Arctic,Yup'ik (Yupik),Kuskwogmiut Yup'ik,Kuskwogmiut Yup'ik [Aniak],
http://n2t.net/ark:/65665/sz8a933e004-27cf-4019-9640-ce87db137540,NMAICulture_1053,Kuskwogmiut Yup'ik [Napakiak],,Napahaiagamut,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Kuskwogmiut Yup'ik - Kuskwogmiut Yup'ik [Napakiak],North America,Arctic,Western Arctic,Yup'ik (Yupik),Kuskwogmiut Yup'ik,Kuskwogmiut Yup'ik [Napakiak],
http://n2t.net/ark:/65665/sz8a08cc48b-4622-4657-9f05-2e64203dcf06,NMAICulture_1054,Kuskwogmiut Yup'ik [Napaskiak],,Napaskiagamut,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Kuskwogmiut Yup'ik - Kuskwogmiut Yup'ik [Napaskiak],North America,Arctic,Western Arctic,Yup'ik (Yupik),Kuskwogmiut Yup'ik,Kuskwogmiut Yup'ik [Napaskiak],
http://n2t.net/ark:/65665/sz84c702488-894b-49e8-80ca-1761a94104de,NMAICulture_1055,Kuskwogmiut Yup'ik [Nightmute],,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Kuskwogmiut Yup'ik - Kuskwogmiut Yup'ik [Nightmute],North America,Arctic,Western Arctic,Yup'ik (Yupik),Kuskwogmiut Yup'ik,Kuskwogmiut Yup'ik [Nightmute],
http://n2t.net/ark:/65665/sz8b4cbc9c4-84bd-47c7-8f70-0cf15f8b4e81,NMAICulture_688,Kuskwogmiut Yup'ik,,Lamariugamut; Nahariagamut;  Nahaskogamut; Nunachogamut;  Pinogamut; Kuskokwin; Kuskoquin; Kuskoquim ; Kuskokwim Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Kuskwogmiut Yup'ik,North America,Arctic,Western Arctic,Yup'ik (Yupik),Kuskwogmiut Yup'ik,,
http://n2t.net/ark:/65665/sz8751f4c2b-fa7b-4ef8-a3cb-4019acea7dea,NMAICulture_1193,"Siberian Yupik [Gambell, St. Lawrence Island]",,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,"North America - Arctic - Western Arctic - Yup'ik (Yupik) - Siberian Yupik - Siberian Yupik [Gambell, St. Lawrence Island]",North America,Arctic,Western Arctic,Yup'ik (Yupik),Siberian Yupik,"Siberian Yupik [Gambell, St. Lawrence Island]",
http://n2t.net/ark:/65665/sz8616fae4a-7a60-46bd-baa8-02e9431b6c6b,NMAICulture_1194,"Siberian Yupik [Kokuluk, St. Lawrence Island]",,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,"North America - Arctic - Western Arctic - Yup'ik (Yupik) - Siberian Yupik - Siberian Yupik [Kokuluk, St. Lawrence Island]",North America,Arctic,Western Arctic,Yup'ik (Yupik),Siberian Yupik,"Siberian Yupik [Kokuluk, St. Lawrence Island]",
http://n2t.net/ark:/65665/sz8e3e2d14a-da48-4935-a5f1-c21ec484252a,NMAICulture_1195,"Siberian Yupik [Ponuk Island, off St. Lawrence Island]",,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,"North America - Arctic - Western Arctic - Yup'ik (Yupik) - Siberian Yupik - Siberian Yupik [Ponuk Island, off St. Lawrence Island]",North America,Arctic,Western Arctic,Yup'ik (Yupik),Siberian Yupik,"Siberian Yupik [Ponuk Island, off St. Lawrence Island]",
http://n2t.net/ark:/65665/sz800d7c3d9-ad52-40a4-b236-855bca383186,NMAICulture_1196,"Siberian Yupik [Savoogna, St. Lawrence Island]",,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,"North America - Arctic - Western Arctic - Yup'ik (Yupik) - Siberian Yupik - Siberian Yupik [Savoogna, St. Lawrence Island]",North America,Arctic,Western Arctic,Yup'ik (Yupik),Siberian Yupik,"Siberian Yupik [Savoogna, St. Lawrence Island]",
