NMAI ARK,NMAI Internal EMu ID,Term,Scope Note,Used for,Language Notes,Entire Tree,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7
http://n2t.net/ark:/65665/sz827b02159-80f0-4bad-b31f-30eb712a83e5,NMAICulture_651,Houma,,Huma,Language Family info:  Muskogean/Western,North America - Southeast - Gulf - Choctaw - Houma,North America,Southeast,Gulf,Choctaw,Houma,,
http://n2t.net/ark:/65665/sz80944685d-4daf-4ab4-b2f1-fc824c1e67c6,NMAICulture_725,Mississippi Choctaw,,,Language Family info:  Muskogean/Western,North America - Southeast - Gulf - Choctaw - Mississippi Choctaw,North America,Southeast,Gulf,Choctaw,Mississippi Choctaw,,
http://n2t.net/ark:/65665/sz8b4950a27-e7a6-43e2-8f22-b277f2d98ece,NMAICulture_2559,Oklahoma Choctaw,,,Language Family info:  Muskogean/Western,North America - Southeast - Gulf - Choctaw - Oklahoma Choctaw,North America,Southeast,Gulf,Choctaw,Oklahoma Choctaw,,
http://n2t.net/ark:/65665/sz82e47d01f-5a17-442f-b150-d525ace85636,NMAICulture_181,Choctaw,,,Language Family info:  Muskogean/Western,North America - Southeast - Gulf - Choctaw,North America,Southeast,Gulf,Choctaw,,,
http://n2t.net/ark:/65665/sz8fe7ddead-10a2-4755-bca3-35cc3638653f,NMAICulture_1611,Alabama-Coushatta [Texas],,,Language Family info:  Muskogean/Eastern,North America - Southeast - Gulf - Coushatta (Koasati) - Alabama-Coushatta [Texas],North America,Southeast,Gulf,Coushatta (Koasati),Alabama-Coushatta [Texas],,
http://n2t.net/ark:/65665/sz8f923990a-f217-4b06-bf9e-66a4f43cb6d7,NMAICulture_202,Coushatta (Koasati),,Kwasadi,Language Family info:  Muskogean/Western,North America - Southeast - Gulf - Coushatta (Koasati),North America,Southeast,Gulf,Coushatta (Koasati),,,
http://n2t.net/ark:/65665/sz8dcacd8fd-f851-4f16-b602-e6b0b357a9da,NMAICulture_2721,Early Mississippian Tradition (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture) - Early Mississippian Tradition (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),Early Mississippian Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8a7cdbba8-9050-403c-8d0c-d0823037241d,NMAICulture_3235,Glendora (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture) - Glendora (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),Glendora (archaeological culture),,
http://n2t.net/ark:/65665/sz812034fcb-4f02-44e2-9e6e-08b1c5eca0c2,NMAICulture_2723,Late Mississippian Tradition (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture) - Late Mississippian Tradition (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),Late Mississippian Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8af070eab-8e7a-4535-a153-edb1705e3bc6,NMAICulture_2722,Middle Mississippian Tradition (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture) - Middle Mississippian Tradition (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),Middle Mississippian Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz81ca21b68-5530-4a55-8379-0ccef8e97b5e,NMAICulture_3181,Plaquemine (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture) - Plaquemine (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),Plaquemine (archaeological culture),,
http://n2t.net/ark:/65665/sz876ed4ac9-d3db-43ba-874e-ffd1903d291b,NMAICulture_2755,Fort Walton (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture) - South Appalachian Mississippian (archaeological culture) - Fort Walton (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),South Appalachian Mississippian (archaeological culture),Fort Walton (archaeological culture),
http://n2t.net/ark:/65665/sz8f3f379dc-0618-4121-8faf-9aeb4e6086e1,NMAICulture_3151,South Appalachian Mississippian: Pensacola (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture) - South Appalachian Mississippian (archaeological culture) - South Appalachian Mississippian: Pensacola (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),South Appalachian Mississippian (archaeological culture),South Appalachian Mississippian: Pensacola (archaeological culture),
http://n2t.net/ark:/65665/sz8e5e93d80-e2ef-4f4d-ae64-f3bdc5db1364,NMAICulture_3178,South Appalachian Mississippian (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture) - South Appalachian Mississippian (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),South Appalachian Mississippian (archaeological culture),,
http://n2t.net/ark:/65665/sz8d8680acd-f7b2-4dcd-b539-aeebc1208d5e,NMAICulture_2697,Mississippian Tradition (archaeological culture),,,,North America - Southeast - Gulf - Mississippian Tradition (archaeological culture),North America,Southeast,Gulf,Mississippian Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8dd174e40-01ff-4368-a291-5018b6a6a906,NMAICulture_468,Tunica,,,Language Family info:  Gulf,North America - Southeast - Gulf - Tunica,North America,Southeast,Gulf,Tunica,,,
http://n2t.net/ark:/65665/sz8bd10c26b-add5-4cd1-8102-61b80d080315,NMAICulture_2724,Deptford (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Early Woodland Tradition (archaeological culture) - Deptford (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Early Woodland Tradition (archaeological culture),Deptford (archaeological culture),
http://n2t.net/ark:/65665/sz88c2c25a9-1fee-4c79-b01d-f87e049af959,NMAICulture_2691,Early Woodland Tradition (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Early Woodland Tradition (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Early Woodland Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz82d262d0c-df14-4351-b5eb-b8c75d2f757b,NMAICulture_3232,Coles Creek (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Late Woodland Tradition (archaeological culture) - Coles Creek (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Late Woodland Tradition (archaeological culture),Coles Creek (archaeological culture),
http://n2t.net/ark:/65665/sz841d4310d-cff9-4693-b084-c6c29dd66bb2,NMAICulture_2716,Weeden Island (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Late Woodland Tradition (archaeological culture) - Weeden Island (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Late Woodland Tradition (archaeological culture),Weeden Island (archaeological culture),
http://n2t.net/ark:/65665/sz87f8da6c1-e6ec-4960-8768-bffe94bfff45,NMAICulture_2695,Late Woodland Tradition (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Late Woodland Tradition (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Late Woodland Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz83f378f05-87d9-445c-9bbb-f24c2c8834bb,NMAICulture_3228,Leon-Jefferson (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Leon-Jefferson (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Leon-Jefferson (archaeological culture),,
http://n2t.net/ark:/65665/sz814a34314-e473-472a-82e6-10105a21122a,NMAICulture_3182,Manasota (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Manasota (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Manasota (archaeological culture),,
http://n2t.net/ark:/65665/sz809cf33af-462a-442e-a07b-354d8a0e9e29,NMAICulture_3183,Manasota-Weeden Island (archaeological culture),"Both Manasota and Weeden Island are separate culture terms, but objects from some Florida sites--specifically Crystal River--are thought to have beeen shared by the two cultural groups. This thesaurus culture term should be used for those hybrid sites; the separate terms for Manasota and Weeden Island should be used independently where appropriate, Matthew Sanger and Ann McMullen, 26 Mar 2020",,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Manasota-Weeden Island (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Manasota-Weeden Island (archaeological culture),,
http://n2t.net/ark:/65665/sz806746c53-75f5-4d73-ac50-64a7c1cf07cf,NMAICulture_3231,Marksville (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Middle Woodland Tradition (archaeological culture) - Marksville (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Middle Woodland Tradition (archaeological culture),Marksville (archaeological culture),
http://n2t.net/ark:/65665/sz82c774436-9d75-46d6-8bb6-2f35a4d1e09b,NMAICulture_3189,Santa Rosa (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Middle Woodland Tradition (archaeological culture) - Santa Rosa (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Middle Woodland Tradition (archaeological culture),Santa Rosa (archaeological culture),
http://n2t.net/ark:/65665/sz8318ed235-6516-4d20-ac91-c3e34a21c07e,NMAICulture_2693,Middle Woodland Tradition (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Middle Woodland Tradition (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Middle Woodland Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8ff3a82df-b282-424c-9373-5015a364f20d,NMAICulture_3186,Safety Harbor (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Safety Harbor (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Safety Harbor (archaeological culture),,
http://n2t.net/ark:/65665/sz82ff79f86-2998-4b93-b746-3e0d5a2eaa2e,NMAICulture_3234,Tchefuncte (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture) - Tchefuncte (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),Tchefuncte (archaeological culture),,
http://n2t.net/ark:/65665/sz84fef9669-c599-4273-bdc1-b53a9855dece,NMAICulture_2690,Woodland Tradition (archaeological culture),,,,North America - Southeast - Gulf - Woodland Tradition (archaeological culture),North America,Southeast,Gulf,Woodland Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8eda5c5f1-7498-42a6-9bb4-ce38446e52bc,NMAICulture_65,Gulf,,,,North America - Southeast - Gulf,North America,Southeast,Gulf,,,,
http://n2t.net/ark:/65665/sz8fe7ddead-10a2-4755-bca3-35cc3638653f,NMAICulture_1611,Alabama-Coushatta [Texas],,,Language Family info:  Muskogean/Eastern,North America - Southeast - Southeastern Uplands - Alibamu - Alabama-Coushatta [Texas],North America,Southeast,Southeastern Uplands,Alibamu,Alabama-Coushatta [Texas],,
http://n2t.net/ark:/65665/sz82c682e2a-eee6-4665-a640-8d3f02f3c6ff,NMAICulture_113,Alibamu,,Alabama,Language Family info:  Muskogean/Eastern,North America - Southeast - Southeastern Uplands - Alibamu,North America,Southeast,Southeastern Uplands,Alibamu,,,
http://n2t.net/ark:/65665/sz855b4a3c3-3210-4a1e-a574-e91098612169,NMAICulture_2768,Early Archaic Tradition (archaeological culture),,,,North America - Southeast - Southeastern Uplands - Archaic Tradition (archaeological culture) - Early Archaic Tradition (archaeological culture),North America,Southeast,Southeastern Uplands,Archaic Tradition (archaeological culture),Early Archaic Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8d21084c1-c630-46d8-a2bd-c5ade1e5649a,NMAICulture_2757,Middle Archaic Tradition (archaeological culture),,,,North America - Southeast - Southeastern Uplands - Archaic Tradition (archaeological culture) - Middle Archaic Tradition (archaeological culture),North America,Southeast,Southeastern Uplands,Archaic Tradition (archaeological culture),Middle Archaic Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz88d02f868-0963-4de8-a6c7-298e87a8dd7d,NMAICulture_2720,Shell Mound Archaic (archaeological culture),,,,North America - Southeast - Southeastern Uplands - Archaic Tradition (archaeological culture) - Shell Mound Archaic (archaeological culture),North America,Southeast,Southeastern Uplands,Archaic Tradition (archaeological culture),Shell Mound Archaic (archaeological culture),,
http://n2t.net/ark:/65665/sz888f136d4-e54a-4571-8a23-e9a34a15a683,NMAICulture_2700,Archaic Tradition (archaeological culture),,,,North America - Southeast - Southeastern Uplands - Archaic Tradition (archaeological culture),North America,Southeast,Southeastern Uplands,Archaic Tradition (archaeological culture),,,
http://n2t.net/ark:/65665/sz8bad48075-1c88-47ae-8cd6-4fc11e1c3b0a,NMAICulture_151,Caddo,,Kado; Caddoe; Kadohadacho,Language Family info:  Caddoan/Southern,North America - Southeast - Southeastern Uplands - Caddo,North America,Southeast,Southeastern Uplands,Caddo,,,
http://n2t.net/ark:/65665/sz865830a94-23f9-4d6a-a1ea-7f34fb9e5e14,NMAICulture_161,Catawba,,,Language Family info:  Siouan/Catawba,North America - Southeast - Southeastern Uplands - Catawba,North America,Southeast,Southeastern Uplands,Catawba,,,
http://n2t.net/ark:/65665/sz8774d7f27-f6d0-4ebb-a391-4b7df69d1145,NMAICulture_3179,Central/Middle Mississippian (archaeological culture),,,,North America - Southeast - Southeastern Uplands - Central/Middle Mississippian (archaeological culture),North America,Southeast,Southeastern Uplands,Central/Middle Mississippian (archaeological culture),,,
http://n2t.net/ark:/65665/sz881f60096-8b7c-4902-a483-0a93e39be3d0,NMAICulture_3106,Cherokee descent,,,,North America - Southeast - Southeastern Uplands - Cherokee - Cherokee descent,North America,Southeast,Southeastern Uplands,Cherokee,Cherokee descent,,
http://n2t.net/ark:/65665/sz8c42ba8bb-e29a-4e5b-92b5-b38248e53fa5,NMAICulture_3109,Cherokee Nation,use ONLY for party records to denote enrolled tribal members,,,North America - Southeast - Southeastern Uplands - Cherokee - Cherokee Nation,North America,Southeast,Southeastern Uplands,Cherokee,Cherokee Nation,,
http://n2t.net/ark:/65665/sz821e2efa2-cfd1-4590-aade-16529fb295cc,NMAICulture_981,Eastern Band of Cherokee [Big Cove],"The collections include objects collected from Big-Town (Iredell County, North Carolina) but it is unclear if this efers to Big Cove or Birdtown/Bird Town",,Language Family info:  Iroquoian/Southern Iroquoian,North America - Southeast - Southeastern Uplands - Cherokee - Eastern Band of Cherokee - Eastern Band of Cherokee [Big Cove],North America,Southeast,Southeastern Uplands,Cherokee,Eastern Band of Cherokee,Eastern Band of Cherokee [Big Cove],
http://n2t.net/ark:/65665/sz81c3665cc-4194-456e-a0c6-b73d67c79b95,NMAICulture_982,Eastern Band of Cherokee [Birdtown],,Bird Town,Language Family info:  Iroquoian/Southern Iroquoian,North America - Southeast - Southeastern Uplands - Cherokee - Eastern Band of Cherokee - Eastern Band of Cherokee [Birdtown],North America,Southeast,Southeastern Uplands,Cherokee,Eastern Band of Cherokee,Eastern Band of Cherokee [Birdtown],
http://n2t.net/ark:/65665/sz8c4752725-5455-490e-ab99-1528f79ef457,NMAICulture_983,Eastern Band of Cherokee [Qualla Boundary],,,Language Family info:  Iroquoian/Southern Iroquoian,North America - Southeast - Southeastern Uplands - Cherokee - Eastern Band of Cherokee - Eastern Band of Cherokee [Qualla Boundary],North America,Southeast,Southeastern Uplands,Cherokee,Eastern Band of Cherokee,Eastern Band of Cherokee [Qualla Boundary],
http://n2t.net/ark:/65665/sz8e7da6bde-d513-46d9-83c0-74c541990153,NMAICulture_623,Eastern Band of Cherokee,,,Language Family info:  Iroquoian/Southern Iroquoian,North America - Southeast - Southeastern Uplands - Cherokee - Eastern Band of Cherokee,North America,Southeast,Southeastern Uplands,Cherokee,Eastern Band of Cherokee,,
